Date,Age,Gender,Profession,Methodology,Reason,Time,District,Source
2011-02-28,14,Female,student,Hanging,Family fued,afternoon,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=175929
2011-03-01,19,Male,student,Hanging,Family fued,15:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=176121
2011-03-02,14,Female,student,Hanging,Family fued,10:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=176247
2011-03-02,15,Female,student,Hanging,Unknown,00:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=176247
2011-03-02,18,Female,student,Hanging,Unknown,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=176247
2011-03-02,14,Female,housemaid,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=176247
2011-03-05,50,Female,Patient,Jumped,Illness,08:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=176530
2011-03-06,45,Female,housewife,Poison,Family fued,22:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=176735
2011-03-06,15,Male,student,Hanging,not given,morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=176735
2011-03-08,18,Male,student,Poison,Personal problem,21:00:00,Natore,http://archive.thedailystar.net/newDesign/news-details.php?nid=176984
2011-03-11,29,Female,housewife,Hanging,Family fued,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=177383
2011-03-11,22,Female,student,Poison,Personal problem,not given,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=177384
2011-03-13,17,Female,student,hanging,Family fued,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=177615
2011-03-14,27,Female,housewife,Hanging,Family fued,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=177787
2011-03-15,13,Female,not given,Hanging,Family fued,18:30:00,Nilphamari,http://archive.thedailystar.net/newDesign/news-details.php?nid=177898
2011-03-16,18,Female,not given,Jumped,Humiliation,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=178030
2011-03-22,22,Female,Beauty parlour worker,Hanging,not given,1899-12-30 00:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=178770
2011-03-27,21,Female,not given,Hanging,Tortured,17:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=179469
2011-04-02,20,Female,housewife,Hanging,Family fued,22:00:00,Nilphamari,http://archive.thedailystar.net/newDesign/news-details.php?nid=180181
2011-04-03,20,Male,not given,Hanging,not given,night,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=180339
2011-04-03,15,Female,Patient,Hanging,Illness,not given,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=180339
2011-04-05,10,Male,student,Poison,Family fued,not given,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=180646
2011-04-10,35,Female,housewife,Hanging,not given,21:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181339
2011-04-10,35,Female,housewife,Poison,not given,21:45:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181339
2011-04-10,55,Male,police constable,Poison,Family fued,17:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181339
2011-04-10,48,Male,not given,Poison,not given,12:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181339
2011-04-10,22,Male,not given,Poison,not given,08:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181339
2011-04-10,28,Female,housewife,Poison,Family fued,02:00:00,Khagrachari,http://archive.thedailystar.net/newDesign/news-details.php?nid=181339
2011-04-12,26,Male,Newly married man,Poison,Family fued,10:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181548
2011-04-12,24,Female,housewife,Poison,Family fued,20:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181548
2011-04-12,14,Male,not given,Poison,Family fued,21:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181548
2011-04-14,36,Female,"Scientist, Soil Resources Development Institute",Jumped,Psychological problem,09:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=181821
2011-04-16,31,Female,housewife,Hanging,Family fued,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=181908
2011-04-17,13,Female,student,Poison,Family fued,morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=182032
2011-04-17,23,Male,not given,Poison,not given,morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=182032
2011-04-17,15,Male,not given,Hanging,not given,15:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=182032
2011-04-17,13,Female,housemaid,Hanging,not given,not given,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=182032
2011-04-18,24,Female,NGO activist,Hanging,Family fued,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=182230
2011-04-18,16,Female,housemaid,Hanging,Tortured,10:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=182230
2011-04-18,11,Female,little girl,Poison,not given,06:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=182267
2011-04-18,36,Female,housewife,Poison,Family fued,10:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=182267
2011-04-20,35,Male,not given,Hanging,Unknown,not given,Kishoreganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=182480
2011-04-20,30,Male,not given,Hanging,Fear,noon,Jhenaidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=182480
2011-04-20,70,Female,not given,Hanging,Family fued,night,Jhenaidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=182480
2011-04-22,13,Female,slum residant,Poison,Family fued,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=182821
2011-04-22,18,Female,housemaid,Hanging,not given,21:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=182821
2011-04-22,30,Male,not given,Hanging,not given,11:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=182821
2011-04-23,20,Female,housewife,not given,Tortured,not given,Natore,http://archive.thedailystar.net/newDesign/news-details.php?nid=182950
2011-05-02,25,Female,housewife,Poison,Unknown,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=184063
2011-05-02,20,Female,Newly married woman,Hanging,Family fued,not given,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=184063
2011-05-07,22,Female,housewife,Poison,Family fued,12:00:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=184731
2011-05-07,25,Female,housewife,Hanging,Tortured,night,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=184731
2011-05-07,15,Female,student,Poison,Mental illness,night,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=184731
2011-05-08,20,Female,housewife,Hanging,Tortured,not given,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=184862
2011-05-12,30,Male,not given,Hanging,Mental illness,morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=185454
2011-05-14,12,Female,housemaid,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=185729
2011-05-15,18,Female,housemaid,Jumped,unknown,09:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=185869
2011-05-16,28,Female,housewife,Poison,Family fued,12:15:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=186021
2011-05-16,55,Female,housewife,Hanging,Unknown,23:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=186021
2011-05-18,15,Female,student,Poison,Family fued,not given,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=186366
2011-05-18,13,Female,student,Poison,Family fued,night,Nilphamari,http://archive.thedailystar.net/newDesign/news-details.php?nid=186366
2011-05-29,13,Female,housemaid,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=187851
2011-05-29,20,Female,Garment worker,Hanging,Family fued,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=187851
2011-06-04,50,Male,former member of Gopalganj Union Parishad,Jumped in front of train,Losing election,morning,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=188711
2011-06-04,48,Female,housewife,Poison,Family fued,morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=188716
2011-06-04,25,Male,not given,Poison,Illness,afternoon,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=188716
2011-06-09,22,Female,housewife,Hanging,not given,00:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189354
2011-06-09,26,Female,housewife,Hanging,Mental illness,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189354
2011-06-09,17,Male,sales assistant,Hanging,Love affair,08:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189354
2011-06-11,25,Female,housewife,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189669
2011-06-11,34,Female,housewife,Hanging,Family fued,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189669
2011-06-13,36,Female,housewife,Poison,Family fued,01:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189946
2011-06-13,25,Male,rickshawpuller,Hanging,Family fued,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189946
2011-06-13,14,Female,student,Hanging,Family fued,16:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189946
2011-06-14,15,Female,housemaid,Hanging,Tortured,11:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=190015
2011-06-14,18,Female,housemaid,Hanging,not given,08:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=190015
2011-06-14,23,Female,housewife,Hanging,Family fued,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=190015
2011-06-17,22,Male,student,Hanging,Illness,night,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=190480
2011-06-18,22,Male,not given,Hanging,Drug addiction,afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=190641
2011-06-21,27,Female,teacher,Hanging,not given,20:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=190993
2011-06-22,14,Female,housemaid,Hanging,not given,1899-12-30 00:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=191206
2011-06-22,37,Male,mason,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=191206
2011-06-29,17,Female,student,Poison,not given,19:00:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=192196
2011-06-29,20,Female,housewife,Hanging,Unknown,21:30:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=192196
2011-06-29,18,Female,student,Hanging,Personal problem,12:00:00,Rajshahi,http://archive.thedailystar.net/newDesign/news-details.php?nid=192196
2011-07-04,26,Female,housewife,Hanging,Family fued,afternoon,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=192945
2011-07-06,14,Female,student,Hanging,Family fued,afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=193235
2011-07-06,16,Male,madrasah student,Poison,Family fued,morning,Netrokona,http://archive.thedailystar.net/newDesign/news-details.php?nid=193183
2011-07-11,30,Female,housewife,Hanging,Family fued,not given,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=193864
2011-07-11,48,Female,housewife,Poison,Death of son,not given,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=193864
2011-07-13,14,Male,student,Hanging,Family fued,night,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=194195
2011-07-13,27,Female,housewife,Hanging,Family fued,12:15:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=194195
2011-07-13,35,Female,housewife,Poison,not given,not given,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=194195
2011-07-13,34,Female,housewife,Poison,not given,not given,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=194195
2011-07-13,65,Male,not given,Poison,Family fued,not given,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=194195
2011-07-16,24,Female,housewife,Hanging,Family fued,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=194652
2011-07-19,22,Female,student,Hanging,Mobile clips,night,Barisal,http://archive.thedailystar.net/newDesign/news-details.php?nid=194921
2011-07-19,12,Female,student,Hanging,Eve teasing,20:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=194954
2011-07-19,16,Male,student,Hanging,Unknown,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=194948
2011-07-21,57,Male,not given,Hanging,Family fued,07:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=195225
2011-07-21,40,Female,housewife,Hanging,not given,20:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=195225
2011-07-21,13,Female,student,Hanging,not given,21:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=195225
2011-07-21,26,Female,housewife,Poison,Tortured,07:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=195225
2011-07-25,18,Female,student,Poison,Unknown,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=195813
2011-07-27,17,Female,student,Shot,HSC results,not given,Manikganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=196092
2011-07-27,19,Male,student,Poison,HSC results,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=196092
2011-07-28,18,Female,student,Poison,HSC results,18:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=196265
2011-07-29,52,Male,Policeman,Hanging,Illness,05:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=196348
2011-07-29,10,Female,little girl,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=196433
2011-08-01,45,Female,housewife,Hanging,Family fued,12:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=196729
2011-08-11,38,Male,businessman,Hanging,Debt burden,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=198239
2011-08-11,11,Female,student,Hanging,not given,14:30:00,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=198237
2011-08-11,20,Male,not given,Hanging,Unknown,17:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=198241
2011-08-11,42,Female,housewife,Jumped in front of train,not given,15:30:00,Sirajganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=198275
2011-08-12,30,Male,not given,Hanging,Family fued,08:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=198400
2011-08-14,19,Female,housewife,Hanging,Family fued,1899-12-30 00:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=198682
2011-08-15,35,Female,housewife,Jumped in front of train,Family fued,07:00:00,Habiganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=198857
2011-08-16,30,Female,housewife,Jumped in front of train,Family fued,09:30:00,Moulvibazar,http://archive.thedailystar.net/newDesign/news-details.php?nid=198990
2011-08-16,12,Female,not given,Posion,Family fued,night,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=198997
2011-08-20,15,Female,student,Hanging,Humiliation,not given,Madaripur,http://archive.thedailystar.net/newDesign/news-details.php?nid=199602
2011-08-20,25,Female,housemaid,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=199585
2011-08-21,22,Male,office employee,Hanging,not given,13:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=199723
2011-08-22,20,Female,housewife,Hanging,Family fued,11:00:00,Sunamganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=199850
2011-09-03,35,Female,housewife,Poison,Illness,23:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=201021
2011-09-03,25,Female,housewife,Poison,Family fued,night,Brahmanbaria,http://archive.thedailystar.net/newDesign/news-details.php?nid=200993
2011-09-03,18,Female,not given,Poison,Family fued,not given,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=200993
2011-09-03,21,Female,not given,Poison,Family fued,not given,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=200993
2011-09-06,24,Female,housewife,Hanging,Family fued,1899-12-30 00:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=201411
2011-09-07,30,Female,housewife,Poison,Family fued,afternoon,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=201611
2011-09-07,35,Female,housewife,Poison,Family fued,13:30:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=201611
2011-09-10,16,Female,Garment worker,Jumped,non-acceptance,02:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=202026
2011-09-10,17,Female,student,Hanging,not given,01:45:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=202026
2011-09-10,15,Female,not given,Hanging,not given,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=202026
2011-09-11,14,Female,student,Hanging,Family fued,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=202165
2011-09-12,28,Male,cable connector,Hanging,Family fued,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=202244
2011-09-17,15,Male,student,Jumped,Unknown,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=202636
2011-09-16,27,Female,ex garments worker,Hanging,Humiliation,night,Narsingdi,http://archive.thedailystar.net/newDesign/news-details.php?nid=202843
2011-09-20,20,Female,housewife,Hanging,not given,13:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=203297
2011-09-20,14,Female,housemaid,Hanging,not given,22:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=203297
2011-09-21,35,Female,Beauty parlour worker,Poison,not given,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=203538
2011-09-23,20,Female,Garment worker,Hanging,Fight,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=203760
2011-09-23,24,Female,teacher,Jumped in front of train,not given,morning,Jamalpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=203760
2011-09-23,26,Male,pesticide trader,Poison,Family fued,not given,Jamalpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=203760
2011-09-24,23,Female,housewife,Hanging,Family fued,night,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=203915
2011-09-29,25,Male,student,Hanging,Frustration,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=204545
2011-09-30,20,Female,student,Poison,Family fued,night,Lalmonirhat,http://archive.thedailystar.net/newDesign/news-details.php?nid=204692
2011-09-30,25,Female,housewife,Poison,not given,06:00:00,Mymensingh,http://archive.thedailystar.net/newDesign/news-details.php?nid=204692
2011-10-01,20,Female,student,Hanging,not given,22:00:00,Rajshahi,http://archive.thedailystar.net/newDesign/news-details.php?nid=204800
2011-10-02,13,Female,student,Hanging,Family fued,23:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=204974
2011-10-03,14,Female,student,Hanging,unknown,not given,Brahmanbaria,http://archive.thedailystar.net/newDesign/news-details.php?nid=205094
2011-10-03,11,Female,student,Hanging,Family fued,not given,Manikganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=205094
2011-10-03,15,Female,student,Hanging,Family fued,not given,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=205094
2011-10-04,15,Male,student,Hanging,Mental illness,09:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=205239
2011-10-07,19,Female,housewife,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=205653
2011-10-08,28,Male,trader,Shot,Family fued,not given,Narayanganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=205721
2011-10-09,15,Female,student,Hanging,Family fued,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=205948
2011-10-12,16,Female,housemaid,Hanging,not given,13:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=206345
2011-10-25,14,Female,student,Fire,not given,13:00:00,Gazipur,http://archive.thedailystar.net/newDesign/news-details.php?nid=207955
2011-10-25,27,Female,student,Hanging,not given,1899-12-30 00:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=207955
2011-10-26,20,Male,policeman,Hanging,not given,03:00:00,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=208077
2011-10-28,14,Female,student,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=208373
2011-10-28,15,Female,housemaid,Hanging,Frustration,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=208373
2011-10-29,28,Male,not given,Hanging,Unknown,night,Kishoreganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=208481
2011-11-04,45,Female,housewife,Hanging,not given,night,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=209292
2011-11-09,13,Female,student,Hanging,Depression,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=209575
2011-11-11,29,Female,employee of private firm,Poison,Unknown,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=209772
2011-11-11,28,Male,grocer,Hanging,Illness,09:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=209772
2011-11-11,50,Male,unemployed,Hanging,Depression,morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=209775
2011-11-12,16,Female,student,Hanging,Family fued,21:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=209914
2011-11-12,17,Male,not given,Hanging,Family fued,not given,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=209965
2011-11-13,30,Female,housemaid,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=210042
2011-11-15,24,Female,housewife,Hanging,Argument,13:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=210319
2011-11-19,18,Female,Garment worker,Hanging,Family fued,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=210913
2011-11-19,19,Female,housewife,not given,not given,afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=210913
2011-11-20,22,Female,student,Hanging,Frustration,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=211024
2011-11-24,16,Female,not given,Poison,Family fued,night,Chandpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=211598
2011-11-24,15,Female,not given,Hanging,Love affair,not given,Faridpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=211598
2011-11-25,55,Male,Grameen Bank official,Hanging,not given,night,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=211719
2011-11-25,18,Male,not given,Hanging,Family fued,23:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=211693
2011-11-27,11,Male,student,Hanging,Family fued,morning,Manikganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=211963
2011-11-29,25,Female,housewife,Poison,Family fued,night,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=212220
2011-11-29,28,Female,housewife,Hanging,not given,14:30:00,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=212220
2011-11-29,16,Female,student,Hanging,Family fued,12:30:00,Kishoreganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=212220
2011-12-03,72,Male,not given,Hanging,Family fued,05:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=212774
2011-12-03,30,Male,tailor,Hanging,Legal matter,06:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=212774
2011-12-03,38,Male,not given,Hanging,Family fued,06:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=212774
2011-12-12,15,Male,not given,Hanging,Humiliation,13:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=213974
2011-12-12,25,Male,not given,Hanging,Family fued,03:00:00,Jamalpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=213881
2011-12-13,27,Male,not given,Poison,Family fued,not given,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=214098
2011-12-27,17,Female,student,Hanging,not given,07:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=215978
2011-12-27,40,Male,Tutor,Poison,Family fued,11:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=215978
2011-12-28,22,Female,Garment worker,Hanging,Family fued,15:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=216104
2011-12-29,14,Female,student,not given,Failed in exam,not given,Barisal,http://archive.thedailystar.net/newDesign/news-details.php?nid=216277
2011-12-30,43,Male,retired warrant officer,Jumped,Family fued,afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=216425
2012-01-01,18,Female,Student,Hanging,Family feud,09:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=216615
2012-01-02,22,Female,Garment worker,Hanging,Family feud,09:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=216771
2012-01-06,17,Female,Student,Hanging,Family feud,03:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=217298
2012-01-08,30,Female,Housewife,Hanging,Family feud,11:30:00,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=217549
2012-01-08,18,Male,Housemaid,Hanging,-,-,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=217549
2012-01-07,35,Male,not given,Poison,Family feud,Night,Lalmonirhat,http://archive.thedailystar.net/newDesign/news-details.php?nid=217549
2012-01-09,20,Male,not given,Fire,Mental illness,16:00:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=217834
2012-01-09,30,Male,not given,Hanging,Mental illness,-,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=217834
2012-01-09,30,Male,Rickshaw puller,Poison,Personal problem,Morning,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=217834
2012-01-10,15,Female,Student,Poison,-,10:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=217978
2012-01-11,14,Female,Student,Poison,Family feud,14:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=217978
2012-01-11,18,Male,Student,Hanging,Family feud,13:00:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=218124
2012-01-14,25,Female,Housewife,Hanging,Mental illness,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=218419
2012-01-14,24,Female,Housewife,Hanging,Mental illness,Noon,Narayanganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=218419
2012-01-18,26,Male,not given,Poison,Mental illness,03:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=218979
2012-01-16,35,Male,not given,Poison,-,11:30:00,Netrokona,http://archive.thedailystar.net/newDesign/news-details.php?nid=218945
2012-01-17,30,Male,not given,Poison,-,Night,Netrokona,http://archive.thedailystar.net/newDesign/news-details.php?nid=218945
2012-01-20,16,Male,Student,Poison,Family feud,Night,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=219318
